Sample,Sandbox ID,Rows,Average TS,Min TS,Max TS,Median TS,Std TS,Average Time Between Commands,Min Time Between Commands,Max Time Between Commands,Median Time Between Commands,Std Time Between Commands,Average Command Length,Min Command Length,Max Command Length,Median Command Length,Std Command Length,Average Time Per Character
Junior hacker adaptive,75,25,80.92056763110156,0.01674607095310263,2000.0,0.8877052818464269,399.80897351452296,41.922880000000006,0.001,126.399,22.356,46.4162160791894,17.72,2,61,8.0,20.3910110914916,2.3658510158013546
Junior hacker adaptive,76,78,802.3100641428367,0.02956436902245414,55000.0,0.6359576189716993,6274.087629111979,31.54473076923077,0.001,127.928,17.366,32.275603001870714,16.03846153846154,2,63,12.0,15.196925789334943,1.9668177458033573
Junior hacker adaptive,77,40,4.861790608345091,0.024922946556894934,74.07407407407408,1.1501020257125942,15.808441685383514,19.383100000000002,0.027,120.371,5.663,31.22417577060836,10.15,2,64,6.0,13.605334549548138,1.909665024630542
Junior hacker adaptive,78,51,0.8598574187717254,0.04869165522412769,2.2638402963572752,0.7915567282321899,0.6193548703402497,33.09949019607842,1.624,115.699,17.291,34.24587065172825,14.92156862745098,2,55,11.0,11.219346036654546,2.218231274638633
Junior hacker adaptive,79,18,0.9329442268396004,0.06341268978512157,3.63901018922853,0.6160822243153727,0.9402141058171501,38.81300000000001,2.943,111.095,23.999,36.69112785049236,14.88888888888889,5,34,13.0,8.567303707144829,2.60684328358209
Junior hacker adaptive,80,57,17.27647266346253,0.01984343529551836,937.5,0.6448839208942391,124.06595454660592,29.948228070175443,0.016,125.059,16.129,32.11934326962578,15.596491228070175,2,68,8.0,18.6105381525042,1.9201901012373455
Junior hacker adaptive,81,31,0.6410120131040219,0.08056286588968259,2.1851410409217324,0.4470195828963431,0.5762774793721716,41.45890322580645,5.034,105.372,24.28,33.26012608650669,15.387096774193548,2,32,16.0,8.616563194819763,2.694394129979036
Junior hacker adaptive,86,50,781.49726450004,0.02254918541067704,39000.0,1.1668068802256928,5515.216971484336,32.260439999999996,0.001,128.298,22.759,31.546490746431587,27.3,2,73,18.5,22.499206335208488,1.1817010989010988
Kobylka 3302,128,25,1.61908598995584,0.12065775173729666,6.942217891227622,1.0362421469156482,1.5196324427281684,44.10314467999999,8.666037,124.318577,32.682046,33.49520550543112,40.32,15,65,44.0,15.651730468758613,1.0938279930555554
Kobylka 3302,129,11,0.9973507395655191,0.13040752233362488,1.9062462697710643,1.180204198930499,0.6357129066361595,27.198713,3.88125,76.682693,15.949155,26.94766518954716,15.363636363636363,3,40,13.0,10.082387884551231,1.770330431952663
Kobylka 3302,130,6,0.48708273092623267,0.16534573034380293,1.1360296365629579,0.2684275805536628,0.40155781255677936,89.41682416666667,32.09743,122.173379,111.0735555,39.882098930907894,31.166666666666668,18,51,29.0,10.943795807061948,2.868989010695187
Kobylka 3302,131,22,0.7593299604569885,0.1002076302097947,2.0670411057233866,0.6222337379357031,0.548472764847983,34.85237804545454,2.765502,129.73064,13.367106,38.47823225172126,14.227272727272727,2,39,12.5,9.908783108131022,2.449687913738019
Kobylka 3302,172,324,2.1069681476820072,0.032076832482078356,12.735852060342467,1.6569310768620458,1.7990776284155847,15.150707540123458,0.157037,120.13639,7.462476499999999,20.5238100060956,13.969135802469136,2,58,12.0,11.060443471089494,1.084584454927088
Kobylka 3302,181,36,1.022135893573841,0.10638297872340426,3.625,0.8642857142857143,0.8402918087212959,27.055555555555557,4.0,110.0,15.0,27.404842579832433,15.0,5,44,13.0,8.602325267042627,1.8037037037037038
Kobylka 3302,183,51,1.3859050071493821,0.02666666666666667,5.5,0.9361702127659575,1.331935552228546,28.686274509803923,1.0,109.0,16.0,26.650696198094664,21.725490196078432,2,102,13.0,23.25173406984739,1.3203971119133573
Kobylka 3302,184,64,1.1961478350688275,0.04878048780487805,5.833333333333333,0.86441647597254,1.102592717089519,23.953125,1.0,106.0,15.5,23.06542089087073,15.09375,2,53,12.0,12.983162172598785,1.5869565217391304
Kobylka 3302,185,75,1.1267743865509743,0.02040816326530612,6.0,0.6666666666666666,1.1493115543120898,26.16,1.0,98.0,20.0,25.110049673280113,12.946666666666667,2,60,11.0,11.058680500602883,2.020597322348095
Kobylka 3302,187,70,13.44992359729244,0.045454545454545456,310.0,1.8,43.92522498079263,15.642857142857142,0.1,95.0,9.0,19.064144746272575,15.814285714285715,2,57,12.5,14.136285777012226,0.989159891598916
Kobylka 3302,188,51,0.9137974213300097,0.07142857142857142,4.0,0.8333333333333334,0.7792923831154569,29.45098039215686,2.0,125.0,18.0,29.810946798443148,13.803921568627452,2,32,13.0,6.55444767419235,2.133522727272727
Kobylka 3302,189,20,7.001628407782512,0.11688311688311688,70.0,0.33805668016194335,18.49768486623052,41.405,0.1,100.0,29.5,36.007564629204175,14.85,5,23,17.0,6.682853156832751,2.788215488215488
Kobylka 3302,190,44,0.9826068985967035,0.018691588785046728,6.428571428571429,0.5217785843920145,1.295799957522444,42.27272727272727,5.0,123.0,34.5,32.19516332038425,19.545454545454547,2,51,15.0,13.39985169208894,2.1627906976744184
Kobylka 3302,192,53,1.5387448960805816,0.03508771929824561,14.5,0.625,2.5931111299607803,31.867924528301888,2.0,120.0,24.0,30.37777384349456,15.226415094339623,2,41,15.0,8.312737005144026,2.092936802973978
Kobylka 3302,195,10,0.8508476227902012,0.2631578947368421,2.142857142857143,0.5023809523809524,0.7333185350358381,27.4,3.0,76.0,16.5,23.538148704697324,13.4,4,21,15.0,6.619835513230085,2.044776119402985
Kobylka 3302,197,13,1.9864417045027685,0.27927927927927926,7.0,0.8333333333333334,2.2030932927194367,34.69230769230769,2.0,111.0,18.0,37.697003893732756,25.153846153846153,10,56,24.0,12.314261067600674,1.379204892966361
Kobylka 3302,205,11,1.2548088096200964,0.10483870967741936,4.333333333333333,1.1,1.300265908063453,45.63636363636363,3.0,124.0,19.0,49.586838429713836,17.818181818181817,10,39,17.0,7.947555370278106,2.561224489795918
Kobylka 3302,22,42,1.6454418092009906,0.07663758088001839,8.423326133909287,0.8726667959966613,1.9632723998043604,20.95440476190476,1.59,91.339,10.881499999999999,21.47165137873035,14.476190476190476,2,39,13.0,9.753643709987077,1.4475082236842105
Kobylka 3302,23,24,709.7618527547461,0.04713812649516245,13000.0,0.6909892059417733,2741.8650167850783,33.52675,0.001,106.811,19.31,32.6680601828253,11.666666666666666,2,39,10.5,8.302260910853384,2.8737214285714288
Kobylka 3302,24,54,1.7491706881070115,0.06005224545354459,11.220438460210598,0.7408722910696153,2.383731832396535,29.84748148148148,1.423,129.122,17.204,32.25579006542753,17.685185185185187,2,65,15.0,13.845269029287993,1.6877109947643978
Kobylka 3302,25,106,1.489757028002759,0.03888440638093109,6.587202007528231,1.1603005280300183,1.3496724936053286,20.62532075471698,0.839,123.472,7.255,27.114589250788843,10.537735849056604,2,39,9.0,8.08428755679734,1.957282005371531
Kobylka 3302,26,30,400.9697598351731,0.045589933742629624,5000.0,1.2161344346919687,1248.1260990620415,17.774166666666662,0.001,111.486,6.6205,24.527531436134673,9.333333333333334,3,23,7.0,6.138253898262945,1.9043749999999997
